Dividends for VTSMX: 02/16/2016-02/15/2019
Date      Dividend   Shares    Div Amt  Sh Price Purchased  New Sh Owned
03/21/2017   0.961   102.235     98.25    216.27    0.454     102.689
06/22/2017   0.960   102.689     98.58    224.71    0.439     103.128
09/19/2017   1.129   103.128    116.43    231.32    0.503     103.631
12/22/2017   1.126   103.631    116.69    247.63    0.471     104.102
03/23/2018   1.028   104.102    107.02    238.91    0.448     104.550
06/27/2018   1.098   104.550    114.80    249.21    0.461     105.011
09/25/2018   1.150   105.011    120.76    269.18    0.449     105.459

Dividends for VTSMX: 08/27/2006-06/03/2018
Date      Dividend   Shares    Div Amt  Sh Price Purchased  New Sh Owned
12/21/2006   0.164   319.898     52.46     34.06    1.540     321.438
03/23/2007   0.140   321.438     45.00     34.75    1.295     322.733
06/22/2007   0.130   322.733     41.96     36.35    1.154     323.887
09/21/2007   0.150   323.887     48.58     36.72    1.323     325.210
12/19/2007   0.182   325.210     59.19     34.93    1.694     326.905
03/24/2008   0.145   326.905     47.40     32.44    1.461     328.366
06/23/2008   0.146   328.366     47.94     32.20    1.489     329.855
09/23/2008   0.138   329.855     45.52     29.09    1.565     331.420
12/19/2008   0.157   331.420     52.03     21.37    2.435     333.854
03/24/2009   0.131   333.854     43.73     19.48    2.245     336.100
06/23/2009   0.104   336.100     34.95     21.83    1.601     337.701
09/23/2009   0.113   337.701     38.16     26.20    1.456     339.157
12/21/2009   0.167   339.157     56.64     27.37    2.069     341.227
03/24/2010   0.107   341.227     36.51     28.97    1.260     342.487
06/23/2010   0.124   342.487     42.47     27.11    1.567     344.053
09/23/2010   0.137   344.053     47.14     27.89    1.690     345.743
12/21/2010   0.162   345.743     56.01     31.50    1.778     347.522
03/24/2011   0.128   347.522     44.48     32.90    1.352     348.874
06/23/2011   0.128   348.874     44.66     32.34    1.381     350.254
09/22/2011   0.139   350.254     48.69     28.06    1.735     351.990
12/20/2011   0.167   351.990     58.78     30.89    1.903     353.892
03/23/2012   0.140   353.892     49.54     34.93    1.418     355.311
06/22/2012   0.158   355.311     56.14     33.17    1.692     357.003
09/21/2012   0.167   357.003     59.62     36.34    1.641     358.644
12/19/2012   0.255   358.644     91.45     35.83    2.552     361.196
03/21/2013   0.166   361.196     59.96     38.81    1.545     362.741
06/21/2013   0.176   362.741     63.84     39.85    1.602     364.343
09/20/2013   0.196   364.343     71.41     43.18    1.654     365.997
12/19/2013   0.227   365.997     83.08     45.58    1.823     367.820
03/24/2014   0.192   367.820     70.62     47.08    1.500     369.320
06/23/2014   0.190   369.320     70.17     49.49    1.418     370.738
09/23/2014   0.211   370.738     78.23     49.58    1.578     372.316
12/22/2014   0.258   372.316     96.06     51.95    1.849     374.165
03/24/2015   0.232   374.165     86.81     52.78    1.645     375.809
06/25/2015   0.214   375.809     80.42     53.07    1.515     377.325
09/24/2015   0.233   377.325     87.92     48.55    1.811     379.136
12/18/2015   0.268   379.136    101.61     49.81    2.040     381.176
03/14/2016   0.222   381.176     84.62     49.92    1.695     382.871
06/13/2016   0.216   382.871     82.70     51.66    1.601     384.471
09/12/2016   0.250   384.471     96.12     53.84    1.785     386.257
12/19/2016   0.336   386.257    129.78     56.62    2.292     388.549
03/23/2017   0.247   388.549     95.97     58.48    1.641     390.190
06/20/2017   0.266   390.190    103.79     60.76    1.708     391.898
09/21/2017   0.253   391.898     99.15     62.41    1.589     393.487
12/20/2017   0.310   393.487    121.98     66.77    1.827     395.314
03/21/2018   0.259   395.314    102.39     67.82    1.510     396.823

Dividends for VFINX: 08/27/2006-06/03/2018
Date      Dividend   Shares    Div Amt  Sh Price Purchased  New Sh Owned
12/26/2006   0.650    83.181     54.07    130.43    0.415      83.595
03/23/2007   0.550    83.595     45.98    132.20    0.348      83.943
06/22/2007   0.570    83.943     47.85    138.32    0.346      84.289
09/21/2007   0.620    84.289     52.26    140.49    0.372      84.661
12/21/2007   0.750    84.661     63.50    136.59    0.465      85.126
03/27/2008   0.600    85.126     51.08    122.02    0.419      85.545
06/26/2008   0.570    85.545     48.76    118.12    0.413      85.957
09/25/2008   0.635    85.957     54.58    111.27    0.491      86.448
12/26/2008   0.700    86.448     60.51     80.23    0.754      87.202
03/26/2009   0.528    87.202     46.04     76.64    0.601      87.803
06/23/2009   0.435    87.803     38.19     82.46    0.463      88.266
09/28/2009   0.482    88.266     42.54     97.98    0.434      88.700
12/28/2009   0.659    88.700     58.45    103.81    0.563      89.263
03/29/2010   0.437    89.263     39.01    108.07    0.361      89.624
06/28/2010   0.506    89.624     45.35     98.93    0.458      90.083
09/23/2010   0.529    90.083     47.65    103.52    0.460      90.543
12/23/2010   0.494    90.543     44.73    115.72    0.387      90.930
03/24/2011   0.505    90.930     45.92    120.59    0.381      91.310
06/23/2011   0.536    91.310     48.94    118.19    0.414      91.724
09/22/2011   0.554    91.724     50.82    103.97    0.489      92.213
12/22/2011   0.651    92.213     60.03    115.43    0.520      92.733
03/23/2012   0.536    92.733     49.71    128.69    0.386      93.120
06/22/2012   0.607    93.120     56.52    122.99    0.460      93.579
09/21/2012   0.651    93.579     60.92    134.57    0.453      94.032
12/21/2012   0.905    94.032     85.10    131.69    0.646      94.678
03/21/2013   0.635    94.678     60.12    142.40    0.422      95.100
06/21/2013   0.697    95.100     66.28    146.72    0.452      95.552
09/20/2013   0.747    95.552     71.38    157.57    0.453      96.005
12/23/2013   0.869    96.005     83.43    168.42    0.495      96.500
03/21/2014   0.734    96.500     70.83    172.04    0.412      96.912
06/20/2014   0.762    96.912     73.85    181.01    0.408      97.320
09/19/2014   0.826    97.320     80.39    185.43    0.434      97.754
12/17/2014   0.981    97.754     95.90    185.53    0.517      98.270
03/20/2015   0.934    98.270     91.78    194.32    0.472      98.743
06/19/2015   0.860    98.743     84.92    194.57    0.436      99.179
09/18/2015   0.911    99.179     90.35    180.57    0.500      99.680
12/18/2015   1.042    99.680    103.87    184.84    0.562     100.241
03/18/2016   0.962   100.241     96.43    188.97    0.510     100.752
06/20/2016   0.908   100.752     91.48    192.15    0.476     101.228
09/12/2016   0.852   101.228     86.25    199.17    0.433     101.661
12/21/2016   1.254   101.661    127.48    208.90    0.610     102.271
03/21/2017   0.961   102.271     98.28    216.27    0.454     102.726
06/22/2017   0.960   102.726     98.62    224.71    0.439     103.164
09/19/2017   1.129   103.164    116.47    231.32    0.504     103.668
12/22/2017   1.126   103.668    116.73    247.63    0.471     104.139
03/23/2018   1.028   104.139    107.06    238.91    0.448     104.587

Dividends for VTSMX: 05/05/2009-04/26/2011
Date      Dividend   Shares    Div Amt  Sh Price Purchased  New Sh Owned
06/23/2009   0.104   451.467     46.95     21.83    2.151     453.618
09/23/2009   0.113   453.618     51.26     26.20    1.956     455.575
12/21/2009   0.167   455.575     76.08     27.37    2.780     458.354
03/24/2010   0.107   458.354     49.04     28.97    1.693     460.047
06/23/2010   0.124   460.047     57.05     27.11    2.104     462.151
09/23/2010   0.137   462.151     63.31     27.89    2.270     464.422
12/21/2010   0.162   464.422     75.24     31.50    2.388     466.810
03/24/2011   0.128   466.810     59.75     32.90    1.816     468.626

Dividends for VFINX: 05/05/2009-04/26/2011
Date      Dividend   Shares    Div Amt  Sh Price Purchased  New Sh Owned
06/23/2009   0.435   119.990     52.20     82.46    0.633     120.623
09/28/2009   0.482   120.623     58.14     97.98    0.593     121.217
12/28/2009   0.659   121.217     79.88    103.81    0.770     121.986
03/29/2010   0.437   121.986     53.31    108.07    0.493     122.480
06/28/2010   0.506   122.480     61.97     98.93    0.626     123.106
09/23/2010   0.529   123.106     65.12    103.52    0.629     123.735
12/23/2010   0.494   123.735     61.13    115.72    0.528     124.263
03/24/2011   0.505   124.263     62.75    120.59    0.520     124.784

Dividends for VTSMX: 12/01/2001-04/13/2007
Date      Dividend   Shares    Div Amt  Sh Price Purchased  New Sh Owned
03/22/2002   0.070   397.298     27.81     25.92    1.073     398.371
06/21/2002   0.060   398.371     23.90     22.58    1.059     399.430
09/27/2002   0.070   399.430     27.96     18.94    1.476     400.906
12/20/2002   0.093   400.906     37.28     20.38    1.829     402.736
03/28/2003   0.070   402.736     28.19     19.69    1.432     404.167
06/20/2003   0.070   404.167     28.29     22.89    1.236     405.403
09/26/2003   0.080   405.403     32.43     23.21    1.397     406.801
12/19/2003   0.107   406.801     43.53     25.45    1.710     408.511
03/26/2004   0.080   408.511     32.68     26.09    1.253     409.764
06/25/2004   0.090   409.764     36.88     26.67    1.383     411.146
09/24/2004   0.090   411.146     37.00     26.11    1.417     412.564
12/23/2004   0.185   412.564     76.32     28.68    2.661     415.225
03/23/2005   0.100   415.225     41.52     27.78    1.495     416.720
06/24/2005   0.090   416.720     37.50     28.42    1.320     418.039
09/23/2005   0.130   418.039     54.35     29.12    1.866     419.905
12/23/2005   0.153   419.905     64.25     30.46    2.109     422.015
03/17/2006   0.120   422.015     50.64     31.57    1.604     423.619
06/23/2006   0.120   423.619     50.83     30.02    1.693     425.312
09/22/2006   0.120   425.312     51.04     31.50    1.620     426.932
12/21/2006   0.164   426.932     70.02     34.06    2.056     428.988
03/23/2007   0.140   428.988     60.06     34.75    1.728     430.716

Dividends for VFINX: 12/01/2001-04/13/2007
Date      Dividend   Shares    Div Amt  Sh Price Purchased  New Sh Owned
03/22/2002   0.290    95.721     27.76    105.96    0.262      95.983
06/21/2002   0.300    95.983     28.79     91.22    0.316      96.299
09/27/2002   0.350    96.299     33.70     76.37    0.441      96.740
12/27/2002   0.420    96.740     40.63     80.73    0.503      97.244
03/28/2003   0.300    97.244     29.17     79.69    0.366      97.610
06/20/2003   0.300    97.610     29.28     91.94    0.318      97.928
09/26/2003   0.360    97.928     35.25     92.08    0.383      98.311
12/26/2003   0.470    98.311     46.21    101.15    0.457      98.768
03/26/2004   0.360    98.768     35.56    102.30    0.348      99.115
06/25/2004   0.350    99.115     34.69    104.78    0.331      99.446
09/24/2004   0.410    99.446     40.77    102.55    0.398      99.844
12/23/2004   0.830    99.844     82.87    111.45    0.744     100.588
03/23/2005   0.430   100.588     43.25    107.99    0.401     100.988
06/24/2005   0.420   100.988     42.42    109.80    0.386     101.374
09/23/2005   0.530   101.374     53.73    111.93    0.480     101.854
12/28/2005   0.600   101.854     61.11    115.82    0.528     102.382
03/17/2006   0.490   102.382     50.17    120.35    0.417     102.799
06/23/2006   0.480   102.799     49.34    114.60    0.431     103.229
09/22/2006   0.520   103.229     53.68    121.08    0.443     103.673
12/26/2006   0.650   103.673     67.39    130.43    0.517     104.189
03/23/2007   0.550   104.189     57.30    132.20    0.433     104.623

Dividends for VTSMX: 01/12/2001-07/22/2013
Date      Dividend   Shares    Div Amt  Sh Price Purchased  New Sh Owned
03/16/2001   0.070   341.413     23.90     25.38    0.942     342.355
06/22/2001   0.062   342.355     21.23     27.21    0.780     343.135
09/21/2001   0.073   343.135     25.05     21.40    1.171     344.306
12/21/2001   0.092   344.306     31.68     25.59    1.238     345.544
03/22/2002   0.070   345.544     24.19     25.92    0.933     346.477
06/21/2002   0.060   346.477     20.79     22.58    0.921     347.397
09/27/2002   0.070   347.397     24.32     18.94    1.284     348.681
12/20/2002   0.093   348.681     32.43     20.38    1.591     350.272
03/28/2003   0.070   350.272     24.52     19.69    1.245     351.518
06/20/2003   0.070   351.518     24.61     22.89    1.075     352.593
09/26/2003   0.080   352.593     28.21     23.21    1.215     353.808
12/19/2003   0.107   353.808     37.86     25.45    1.488     355.295
03/26/2004   0.080   355.295     28.42     26.09    1.089     356.385
06/25/2004   0.090   356.385     32.07     26.67    1.203     357.588
09/24/2004   0.090   357.588     32.18     26.11    1.233     358.820
12/23/2004   0.185   358.820     66.38     28.68    2.315     361.135
03/23/2005   0.100   361.135     36.11     27.78    1.300     362.435
06/24/2005   0.090   362.435     32.62     28.42    1.148     363.582
09/23/2005   0.130   363.582     47.27     29.12    1.623     365.206
12/23/2005   0.153   365.206     55.88     30.46    1.834     367.040
03/17/2006   0.120   367.040     44.04     31.57    1.395     368.435
06/23/2006   0.120   368.435     44.21     30.02    1.473     369.908
09/22/2006   0.120   369.908     44.39     31.50    1.409     371.317
12/21/2006   0.164   371.317     60.90     34.06    1.788     373.105
03/23/2007   0.140   373.105     52.23     34.75    1.503     374.608
06/22/2007   0.130   374.608     48.70     36.35    1.340     375.948
09/21/2007   0.150   375.948     56.39     36.72    1.536     377.484
12/19/2007   0.182   377.484     68.70     34.93    1.967     379.450
03/24/2008   0.145   379.450     55.02     32.44    1.696     381.147
